name,pos,age,height,weight,forty_yard,shuttle,vertical_jump,bench_press,psqarq
D.J. Hill,ILB,,5113,239,4.78,4.54,29,20,95.1
Travis Taylor,ILB,22.7,6021,240,4.89,4.74,30.5,28,95
Christian Holmes,ILB,22.2,5113,240,4.77,4.6,32,13,94.9
Henry Coley,ILB,,6011,239,4.94,4.59,29,23,94.6
Cody Acker,ILB,22.2,6000,231,4.97,4.5,32,21,94.2
Maduka Nwanekezi,ILB,23.8,6014,239,4.9,4.64,31,22,94.2
James Radcliffe,ILB,24,5115,225,4.85,4.44,29.5,22,94.2
Jake Farley,ILB,,6005,232,5.02,4.49,32,28,94
Branko Busick,ILB,,5114,243,4.86,,30.5,21,93.9
Justin Cherocci,ILB,,5114,241,4.96,4.5,30,21,93.7
Cody Lopez,ILB,22.5,6004,226,4.81,4.4,30,17,93.6
Dior Moore,ILB,,6001,218,4.95,4.46,34.5,10,93
Bobby Liggins,ILB,,5111,235,5.12,4.55,36.5,21,92.6
Aaron Davis,ILB,22,5115,225,4.85,4.36,29,16,92.6
Shaun Ward,LB,22,6005,248,4.73,4.61,30,11,90.3
Woodson Greer,ILB,22.8,6021,235,5,4.56,33,13,92.2
Deron Bruce,LB,25.5,6026,227,4.85,4.6,34,16,89.7
Tevin Jackson,ILB,,6012,231,4.78,4.88,29.5,21,91.6
Cornelius Watson,OLB,,6042,235,5.04,4.78,31,,87.3
Keith Lewis,ILB,22.4,6003,226,4.76,4.53,30.5,9,91.3
Derrick Mann,OLB,,6020,217,4.85,4.59,30,13,87
Braylon Mitchell,ILB,23.8,6013,233,4.87,4.69,30,21,91.1
Ralph Williams,ILB,23.9,5117,240,4.81,4.64,31.5,21,90.8
Montaque Mack,LB,23.9,6005,223,4.82,4.56,32,16,88
Andrew Carter,ILB,,6002,240,4.76,,28.5,15,90.4
Michael Taylor,ILB,,5115,229,4.84,4.48,30,16,89.7
Steve Edmond,ILB,,6016,261,4.95,4.76,24.5,19,89.6
Anthony Bass,ILB,23.1,6013,258,4.93,4.76,29.5,23,89.2
Marcus Mallet,ILB,,5111,217,4.93,4.56,30.5,15,88.8
Danny Brownell,LB,,5090,232,5.02,4.48,30.5,,86.3
Terran Williams,OLB,,6000,215,4.84,4.52,28.5,11,83.9
Anthony Hayes,OLB,23.8,5114,213,4.81,4.62,29.5,13,83.7
Andrew Beisel,ILB,24.1,6014,225,5.01,4.49,32,22,87.5
Airek Green,ILB,,5117,211,4.8,4.54,31.5,13,87.4
Auston Johnson,ILB,,5106,239,4.96,4.63,30.5,29,87.2
Max Morgan,ILB,23.3,5117,225,4.88,4.3,26,15,87
Harris Gaston,ILB,24.6,6011,242,4.84,4.78,30.5,16,86.4
D.J. Simon,ILB,,5106,231,4.84,4.72,28.5,17,86.3
Nick Thrasher,ILB,,6002,246,4.92,4.55,29,16,86.1
Trever Kruzel,ILB,24.4,6003,246,5.04,4.76,32,28,86
Talib Barksdale,ILB,23.5,6016,244,4.93,4.67,28,17,85.6
Joel Bowen,LB,,5116,220,4.93,4.61,30.5,20,82.7
Trey DePriest,ILB,22.6,6003,254,4.93,4.72,26,21,85
Leron Furr,ILB,24,6020,230,4.84,4.61,28.5,11,84.9
Michael Carlisle,ILB,24,5103,228,4.98,4.54,28,30,84.4
Mike West,ILB,,5101,273,4.94,4.87,27,26,84.4
Mitchell Hoskins,ILB,,5113,241,4.81,4.63,28,18,84.1
Travis Hughes,ILB,23.6,6002,227,4.77,4.86,25.5,19,83.6
Michael Odiari,ILB,23.4,5100,243,4.96,4.62,28.5,27,83.1
Zach Winbush,ILB,23.9,6007,223,4.97,4.66,32.5,12,82.8
Darvin Ruise,ILB,,6000,253,5.06,4.59,28,16,82.4
Caleb Gastelum,ILB,,6014,220,5.01,4.54,31,,81.8
Ronell Williams,ILB,,5116,242,5.01,4.77,29,13,81.7
Christon Gill,ILB,,6000,229,4.83,4.43,26.5,16,81.3
Sosthene Kapepula,ILB,,6017,222,4.94,4.57,29.5,17,80.4
Jordan Rigby,ILB,25,5114,226,5.1,4.62,30.5,,80.3
Bre'nard Williams,ILB,,5110,230,4.82,,26,17,80.3
Willie Mitchell,ILB,,5106,248,4.84,4.69,26,16,79.6
Daquan Romero,ILB,,6001,241,5.07,4.74,28.5,16,78.3
Christian Henry,ILB,23.6,5116,236,5.07,4.59,31,,78.2
Rahmon Swain,OLB,,6004,214,5.04,4.75,30.5,13,71.5
Calvin Bryant,ILB,,5102,221,5,4.56,28,,77.5
Brandon Williams,ILB,23.4,6001,230,4.91,4.71,27.5,11,76.5
Steven Williams,LB,,5105,230,5.07,4.49,26.5,7,71.5
Cody Buresh,ILB,23,6010,221,4.91,4.66,28.5,14,75.1
Evan Byers,ILB,23.9,5106,235,5.05,4.7,29,23,73.6
Patrick Callaway,ILB,22,5101,218,5.12,4.72,29.5,18,72.9
Hans Louis,ILB,,5115,221,4.98,4.74,28,,72.6
Joey Harmon,ILB,23.1,5113,236,4.92,4.84,24,,71.8
Jewone Snow,ILB,,6011,241,5.12,4.94,25.5,11,69.7
Jaquawne Simpkins,ILB,,6015,232,5.2,4.91,27,14,63.5
Serderius Bryant,ILB,23.8,5090,225,,4.4,34,16,
David Helton,ILB,23.3,6031,235,,,,,
name,pos,age,height,weight,forty_yard,shuttle,vertical_jump,bench_press,psqarq
David Helton,ILB,23.3,6031,235,,,,,
Byron Jones,CB,23,6005,199,4.43,3.94,44.5,18,150.8
Darryl Roberts,CB,,5110,187,4.36,4.06,39,28,141.3
Eric Rowe,CB,23,6006,205,4.45,3.97,39,19,133.7
Willie Creear,CB,24.9,5086,187,4.44,4.29,47,22,132.1
Josh Shaw,CB,23.5,6004,201,4.44,4.12,37.5,26,131.9
Craig Mager,CB,23.2,5114,201,4.44,4.07,38,17,131.6
Ronald Darby,CB,21.8,5105,193,4.38,4.14,41.5,15,131.2
Kevin Johnson,CB,23.1,6002,188,4.52,3.89,41.5,,131.1
Justin Cox,CB,,6005,191,4.36,4.07,38,15,129.3
Bobby McCain,CB,22,5094,195,4.51,3.82,36,17,128.6
Dexter McDonald,CB,,6006,203,4.4,4.3,40.5,10,128.3
P.J. Williams,CB,22.3,6000,194,4.47,4.28,41,12,128.2
Bryce Callahan,CB,23.9,5091,183,4.47,4.27,43,15,127.8
Justin Coleman,CB,22.5,5105,185,4.53,3.98,37.5,20,126.3
Robertson Daniel,CB,,6007,209,4.41,4.21,35.5,24,125.4
Curtis Riley,CB,23.2,6000,190,4.48,4.24,38.5,,124.5
Martin Jenkins,CB,23.7,5092,184,4.41,4.22,38,17,124.1
Taurean Nixon,CB,24.7,5106,187,4.31,4.34,38.5,18,124.1
Cleshawn Page,CB,,5084,176,4.43,4.03,40,,123.2
Trae Waynes,CB,23.1,6001,186,4.31,4.18,38,19,122.6
Doran Grant,CB,23.8,5102,200,4.44,4.19,35.5,21,122.5
Axel Ofori,CB,23.1,5096,194,4.62,4.09,40,12,121.9
Alex Carter,CB,20.9,6001,196,4.5,4.07,40,17,121.4
DeVante Bausby,CB,22.7,6005,177,4.42,4.24,37.5,14,120.2
Tye Smith,CB,22.4,6001,195,4.51,3.96,36.5,15,120
Dior Mathis,CB,23.6,5087,177,4.36,4.05,36.5,10,119.9
Travis Manning,CB,25.8,5110,196,4.51,4.37,37,15,119.8
Deshazor Everett,CB,23.6,5107,188,4.55,4.27,38,15,119.4
Julian Wilson,CB,23.9,6020,205,4.47,4.22,36,15,119
Jalen Collins,CB,22.5,6014,203,4.48,4.27,36,,118.8
Nick Marshall,CB,23.2,6014,207,4.54,4.15,37.5,12,118.5
D'Joun Smith,CB,23,5100,187,4.42,4.26,36,21,118.5
Michael Lee,CB,24.3,6000,180,4.48,4.2,39.5,9,117.8
Marcus Peters,CB,22.7,5115,197,4.53,4.08,37.5,17,117
Tajh Hasson,CB,23.3,6001,198,4.54,4.33,37.5,21,116
SaQwan Edwards,CB,23.4,6003,200,4.51,4.08,36,10,115.9
Steven Nelson,CB,22.7,5101,197,4.46,4.07,34.5,19,115.8
Kenny Scott,CB,,5094,178,4.48,4.46,38,19,115.7
Delonte Hollowell,CB,22.4,5082,174,4.4,4.22,37,20,115.6
Stony Burns,CB,,5073,185,4.47,4.24,36.5,31,115.3
Eric Patterson,CB,22.7,5092,197,4.5,4.34,36.5,18,114.9
Tray Walker,CB,,6021,187,4.5,4.3,34.5,,114.3
Martel Durant,CB,,5096,171,4.4,4.38,39.5,12,114.1
Trevaughn Campbell,CB,,5100,186,4.36,4.5,38.5,12,114.1
Qumain Black,CB,23.3,5104,188,4.49,4.34,36,11,113.9
Jonathon Mincy,CB,23,5101,191,4.54,4.08,35.5,17,113.4
Ifo Ekpre-Olomu,CB,22.1,5091,192,4.45,,35,14,113
Tim Bennett,CB,22.6,5096,185,4.57,4.29,36.5,14,112.9
Maurice Poullard,CB,,5094,184,4.5,4.25,39,10,112.8
Malcolm Hill,CB,22.9,5087,188,4.5,4.28,38.5,19,112.5
Blair Burns,CB,22.1,5092,177,4.57,4.19,36,15,112.4
Tevin Mitchel,CB,23.1,5115,183,4.44,4.38,36,13,112
Jeremiah Johnson,CB,23,5113,183,4.69,4.06,35,13,111.8
Kevin White,CB,23.2,5091,183,4.63,4.25,35.5,18,111.6
Denzel Rice,CB,22.5,5116,187,4.5,4.23,34.5,10,110.6
Charles Gaines,CB,23,5097,180,4.44,4.2,34.5,,110.6
Raymon Taylor,CB,23.1,5097,182,4.44,4.12,33.5,15,110.4
Senquez Golson,CB,22.2,5085,176,4.46,4.2,33.5,16,110.3
Cody Riggs,CB,,5087,187,4.41,,33,13,109.9
Troy Hill,CB,,5102,180,4.53,4.15,34,8,109.8
Travis Lee,CB,,5110,172,4.5,,36,,109.7
English Peay,CB,,5093,174,4.63,4.21,37.5,12,109.7
Anthony Robey,CB,24,5091,192,4.57,,36.5,17,109.6
Greg Henderson,CB,22.8,5105,181,4.63,4.34,39,15,109.3
Randall Evans,CB,23.8,6000,195,4.42,4.37,38,12,109.2
Colby Brown,CB,24,5086,173,4.4,4.19,36,18,109.1
Quinten Rollins,CB,23,5111,195,4.57,4.28,36.5,14,109.1
Jamerson Love,CB,24.9,5080,174,4.41,4.14,34,10,108.9
Quandre Diggs,CB,23.9,5091,196,4.56,4.15,36.5,17,108.8
Stephan Dickens,CB,,5076,175,4.48,4.33,38.5,10,108.8
Joel Ross,CB,22.3,5101,182,4.4,4.17,32.5,17,108.4
Kenneth Penny,CB,24.3,5104,186,4.57,4.28,35.5,14,108.2
Martinez Davis,CB,22.9,5092,194,4.51,4.34,33,15,108.1
Kivar Thurman,CB,23.5,5090,188,4.63,4.23,36.5,11,108
Derrick Wells,CB,22.2,5113,204,4.52,4.5,37,,107.9
Josh Mitchell,CB,22.8,5090,173,4.5,4.34,35.5,9,107.3
Ian Williams,CB,23.1,5112,182,4.59,4.18,34.5,12,106.9
Sean Thomas,CB,23,5095,176,4.53,4.13,35,20,106.9
Damian Swann,CB,22.8,6000,189,4.5,4.2,33,,106.7
Garry Peters,CB,23.9,5116,191,4.59,4,32.5,7,106.7
Adrian James,CB,23.9,5116,197,4.5,,36.5,11,106.4
Charles Garrett,CB,23,5106,207,4.54,4.46,34,13,106.3
Trovon Reed,CB,24.8,5114,191,4.53,4.44,35.5,,105.7
Michael Holmes,CB,,5111,174,4.6,4.35,35,,105.6
Jason Wilson,CB,22.8,5112,187,4.5,4.34,34,14,105.3
Cam Thomas,CB,,6002,200,4.62,4.38,36,17,105.3
LaKeith Murray,CB,23,5110,180,4.55,4.17,35,12,105.2
Jordan Chapman,CB,22.1,6012,187,4.65,4.44,34,9,104.6
Bakari Hollier,CB,22.8,5084,199,4.67,4.28,37,19,104.1
Antoine Lewis,CB,23.9,5101,182,4.49,4.49,36.5,12,103.9
Jeremy Murphy,CB,,5103,159,4.5,4.32,38.5,,103.6
Imoan Claiborne,CB,23.1,5097,193,4.59,4.56,39,13,103.4
Donald Celiscar,CB,23.9,5107,194,4.59,4.31,32.5,13,103.3
Bernard Blake,CB,23.6,5110,178,4.49,4.26,31.5,9,103.2
Al-Hajj Shabazz,CB,,6007,200,4.57,4.59,35,12,103.1
Qudarius Ford,CB,23.7,5076,169,4.43,4.54,36.5,14,103.1
LeVander Liggins,CB,23.1,5101,192,4.5,4.34,33.5,14,103
Domonique Johnson,CB,,5114,185,4.56,4.33,38.5,9,102.9
Marcus Berg,CB,26.8,5107,171,4.64,4.29,38,,102.9
Marcus Berg,CB,26.8,5105,171,4.64,4.29,38,,102.9
DeAndre Woodland,CB,,5093,190,4.53,4.69,38.5,12,102.8
Manuel Asprilla,CB,22.5,5102,181,4.49,4.21,36,13,102.7
C.J. Roberts,CB,,5097,183,4.45,4.28,34.5,4,102.5
Gareef Glashen,CB,24.2,5092,177,4.61,4.14,31.5,22,102
Marcus Jones,CB,22,5067,168,4.53,4.32,35.5,14,101.9
Jordan Ozerities,CB,23.8,5093,189,4.72,4,30.5,15,101.8
Jacoby Glenn,CB,,6000,179,4.58,4.26,34,5,101.6
Valdon Cooper,CB,23,5102,184,4.59,4.36,35.5,15,101.5
Corey Trim,CB,22.9,5100,174,4.59,4.45,35,14,101.3
Ed Brown,CB,,6006,193,4.53,4.36,34.5,14,101
J.D. Roussel,CB,24,5102,186,4.52,4.44,33,14,100.8
Orne Bey,CB,23.6,5080,189,4.76,,36.5,23,100.7
DreQuan Hoskey,CB,,5112,180,4.52,4.31,34,9,100.4
Norman Hayes,CB,,5097,199,4.58,4.56,34,24,100.2
Darrin Marrow,CB,22.9,6001,201,4.62,4.6,34.5,16,99.9
Nick Waisome,CB,23.5,5096,176,4.59,4.39,35,10,99.7
Reggie Jennings,CB,23.4,5110,193,4.62,4.37,35,,99.5
Randy Harvey,CB,23.6,5075,167,4.63,4.28,35,9,99.5
Merrill Noel,CB,24,5080,177,4.53,4.43,34.5,15,99.5
Lorenzo Doss,CB,21.4,5103,182,4.47,4.26,33.5,9,99.5
Jimmy Jean,CB,,6017,202,4.57,4.31,35.5,7,99.3
Etauj Allen,CB,,5091,171,4.4,4.44,33,10,99.2
Kory Stamps,CB,24.7,5077,176,4.55,4.45,34.5,15,99.1
Bryan Douglas,CB,,5090,174,4.62,4.52,38,12,99.1
Courtney Bridget,CB,24.5,6024,188,4.58,4.46,31,6,99
Tyler Stephenson,CB,23.7,5103,181,4.69,4.41,36.5,,98.9
Cariel Brooks,CB,24.4,5086,192,4.55,4.32,32.5,14,98.6
Nick Gathrite,CB,23.8,5072,167,4.55,4.49,38.5,16,98.5
Reggie Owens,CB,22.9,5105,185,4.63,4.35,33,18,98.4
Caron McCluney,CB,,5112,214,4.66,4.39,31,13,98.3
Tim Hamm-Bey,CB,22.2,5095,173,4.5,4,37.5,4,98.1
Cliff Coleman,CB,24,5091,186,4.53,4.32,36,7,97.9
Khari Burke,CB,23.5,5081,170,4.47,4.26,33.5,8,97.9
Devonte Johnson,CB,21.8,5096,190,4.64,4.61,36.5,17,97.8
Damian Payne,CB,23.3,5110,206,4.61,4.62,34,17,97.8
Davion Orphey,CB,22.9,5116,188,4.59,4.46,32,14,97.8
Crosby Adams,CB,23.8,5084,184,4.54,4.58,36,6,97.7
Ladarius Gunter,CB,24.8,6014,202,4.65,4.35,33.5,12,97.4
Travell Dixon,CB,,6004,200,4.63,4.59,34.5,15,97.3
Dwellie Striggles,CB,,5093,189,4.77,4.3,33.5,11,97
Evan Favors,CB,23.7,5103,177,4.47,4.23,31,10,97
Donald Mattocks,CB,,5080,174,4.62,4.25,34,,96.8
Terell Floyd,CB,23.2,5096,194,4.57,4.37,30.5,12,96.5
Jacquez Young,CB,23.2,5087,178,4.54,4.25,34.5,10,96.5
Larry Mbayu,CB,23.6,5114,192,4.61,4.69,34,,96.5
Andrew Gaines,CB,22.9,5091,183,4.6,4.44,35,12,96.4
Tevin Allen,CB,22.9,5074,173,4.6,4.34,32.5,16,96.4
Nate Willis,CB,,5112,176,4.59,4.24,33,10,95.6
Malcolm Marable,CB,24,5065,169,4.48,4.25,30.5,14,95.4
C.J. Jones,CB,,5105,185,4.68,4.47,33,,95
Carroll Washington,CB,24.5,5105,178,4.57,4.35,31,9,95
Tracy Clark,CB,,5095,188,4.72,4.15,35,7,95
Brandon Reddish,CB,22.2,5097,190,4.67,4.29,31,11,95
Chris Dunkley,CB,,5114,183,4.55,4.22,33.5,2,94.5
Thomas Finnie,CB,,5090,183,4.49,4.24,29,17,94.5
Montell Garner,CB,22.7,5115,188,4.58,4.58,33,15,94.3
Jay Hughes,CB,23.9,5097,194,4.58,4.27,29.5,16,94.2
Xavier Smith,CB,,5100,180,4.64,4.33,33.5,8,94.2
Torian Oakley,CB,23.1,5075,181,4.66,,33,12,93.5
Jonathan McKnight,CB,24.7,5103,185,4.75,4.37,34.5,13,93.4
Tyree Hollins,CB,,5093,188,4.66,4.41,34.5,19,93.3
Joshua Dennard,CB,21.5,5091,193,4.65,,32,14,93.2
Antwan Eddie,CB,,5086,183,4.67,,33.5,16,93.2
Turon Walker,CB,,5093,197,4.76,4.55,34,22,93.1
Chris King,CB,22.2,5095,202,4.69,4.47,34,18,93
Malcolm Pannell,CB,24,5095,175,4.62,4.34,33,11,92.5
Brendon Felder,CB,23.8,5103,183,4.47,4.3,31,9,92.5
Ronnie Vinson,CB,,5103,194,4.81,4.46,32.5,,91.9
DeVonte Jones,CB,,5091,166,4.66,4.27,34.5,13,91.4
Gerren DuHart,CB,23,5107,187,4.63,4.59,35,12,91.3
Dasheon Frierson,CB,23,5081,183,4.71,4.29,30.5,15,91.2
Courtney Lester,CB,,5103,177,4.75,4.21,32.5,10,91.2
DeShawn Holmes,CB,,5091,198,4.59,4.36,28,15,91
Courtney Richmond,CB,23.9,5100,180,4.67,4.34,31,8,90.6
Nathan Ayers,CB,23.5,5086,203,4.79,4.4,30,21,90.3
Devin Figures,CB,23,5087,184,4.63,4.37,32,17,90
A.J. McEwen,CB,,5087,188,4.77,4.37,31.5,14,89.9
Deon'tae Florence,CB,,5081,176,4.67,4.44,37,11,89.8
Brandon Young,CB,,5095,179,4.55,4.45,31.5,12,89.7
Femi Odaibo,CB,23.5,6000,189,4.75,4.47,35.5,14,89.7
Mike Early,CB,,5105,183,4.6,4.57,33,17,89.5
Eriq Lewis,CB,23.7,5092,183,4.58,4.38,29,11,89.4
Detric Allen,CB,23.9,6004,189,4.64,4.45,31,14,89.2
Dennis Nalor,CB,23.3,5117,186,4.75,4.5,30.5,14,89
Ryan Griffin,CB,,5093,183,4.56,4.44,31.5,16,89
Martinez Gallman,CB,,5092,167,4.5,4.51,33,6,88.7
Will Brown,CB,,6000,186,4.68,4.44,32,7,88.5
Steven Thames,CB,23,5112,186,4.69,4.4,31.5,12,88.3
Dee Maggitt,CB,23.6,5093,175,4.73,4.4,28,18,87.9
Ethan Davis,CB,23.3,5100,188,4.75,4.35,31.5,22,87.8
Terrel Smith,CB,23,5084,183,4.69,4.33,30,12,87.4
Ishmael Banks,CB,,5112,177,4.78,4.34,34.5,6,87.3
Howard Wilder,CB,,5096,184,4.66,4.53,30,,87.2
Toren Joseph,CB,23.2,6010,187,4.59,4.39,31.5,6,86.8
Lo Wood,CB,24.7,5103,188,4.78,4.38,29.5,12,86.5
Andrew Johnson,CB,23,5087,188,4.61,4.28,29.5,14,85.7
Dalton Patterson,CB,,6011,205,4.63,4.5,31,7,85.4
Larry Stephens,CB,23.1,5097,182,4.61,4.47,33,10,85.3
Byron Cobb,CB,22.8,5093,177,4.56,4.6,30.5,,85.2
Damon Collins,CB,23.5,5084,178,4.76,4.35,32,8,85
Thurgood Dennis,CB,,5104,173,4.59,4.38,30.5,13,85
Artez Brown,CB,23.3,5111,190,4.68,4.4,31.5,5,84.4
Dominique Bridges,CB,23.1,5087,171,4.56,4.57,34,9,84.1
Quayshun Smith,CB,,5075,161,4.59,4.59,33.5,4,83.3
Delency Parham,CB,23.2,5096,179,4.75,4.34,30.5,12,82.9
Chuck Schlegel,CB,25,5100,184,4.87,4.49,36.5,7,82.7
Dionte Ponder,CB,24.4,5103,174,4.84,4.37,34.5,7,82.1
Ken Egu,CB,,5110,193,4.75,,28.5,15,81.6
Joshua Richardson,CB,23.4,5090,184,4.72,4.5,33,7,80.5
Tristan Askew,CB,23.9,5093,187,4.62,4.41,27.5,8,79.9
Rashard Stewart,CB,22.8,5103,176,4.59,4.58,32.5,9,78.1
Keion Payne,CB,23,5103,178,4.75,4.39,30.5,,76.5
Courtney Hall,CB,,5087,170,4.71,4.58,33,13,75.9
Fred Thomas,CB,25.4,5104,159,4.65,4.5,30,10,75.7
Andre Brown,CB,26.9,5105,173,4.83,4.6,30,4,74.6
Derek Allen,CB,25,5094,181,4.69,4.62,30,9,74.5
James Jones,CB,,5094,175,4.71,4.77,30.5,3,73.6
Julius Childs,CB,,5095,171,4.71,4.59,25.5,7,70.8
JaCorey Shepherd,CB,,5107,199,4.65,,,14,
DeAnte Saunders,CB,,5086,185,,,,,
name,pos,age,height,weight,forty_yard,shuttle,vertical_jump,bench_press,psqarq
DeAnte Saunders,CB,,5086,185,,,,,
Adrian Amos,FS,22.4,6004,218,4.37,4.03,35.5,21,129
Ryan Murphy,FS,22.9,6005,214,4.45,4.2,39,18,127.9
Cedric Thompson,FS,22.6,5114,211,4.45,4.28,40.5,21,127.1
Harold Jones-Quartey,SS,22.1,5107,215,4.68,4.33,40,20,128.3
Skye Povey,FS,,5111,203,4.53,4.02,37,17,125
Josh Furman,DS,23.9,6012,210,4.45,4.16,38,18,125.8
Robenson Therezie,SS,23.1,5095,205,4.37,4.05,34.5,19,124
Justin Currie,SS,22,6021,212,4.57,4.15,37.5,19,123.8
Taylor Richards,SS,22.8,5094,194,4.55,4.2,40,18,123.8
Brian Suite,FS,23.4,6025,203,4.47,4.23,37.5,14,121.9
Damarious Randall,FS,23,5107,196,4.46,4.07,38,14,121.8
Hayden Pierce,FS,,6017,190,4.57,4.12,39,10,121.4
Nick Carroll,DS,23.2,5110,208,4.55,4.07,35,24,121.4
Mykkele Thompson,FS,,6005,200,4.48,4.45,36,18,120
Jermaine Whitehead,FS,22.5,5110,197,4.5,4.11,37,15,119.8
Jude Adjei-Barimah,FS,23.5,5101,200,4.48,4.21,37,15,119.6
Akeem King,SS,23,6014,215,4.41,4.38,37.5,20,121
David Guthrie,SS,22.4,5095,205,4.61,4.08,36.5,26,120.6
Charles Cook,SS,,6027,216,4.58,4.31,38.5,18,120.1
Khari Al-Mateen,SS,22.4,6010,207,4.69,4.03,37,23,119.6
Brandon King,SS,22.3,6020,217,4.47,4.47,38,19,119.5
Brandon Person,DS,,6007,220,4.64,4.32,36,21,118.5
Sam Scofield,DS,22.9,6005,186,4.45,4.22,37.5,23,118.2
Clayton Geathers,SS,,6015,218,4.55,4.27,37,22,118.3
Ray Vinopal,SS,23.9,5100,197,4.49,4.19,35,26,118.1
Brian Sutton,FS,22.9,5107,199,4.56,4.23,38.5,16,116.6
Jeremy Crayton,FS,,6000,191,4.5,4.15,37,14,116.1
Cody Prewitt,FS,22.8,6020,208,4.46,4.23,35,12,115.7
Landon Collins,SS,21.7,6000,228,4.53,4.33,35,24,116.7
Marcus McMorris,FS,23.8,5112,203,4.55,4.2,37,18,115.3
Kevin Johnson,FS,23.9,6017,202,4.51,4.15,33,17,115.2
Kyshoen Jarrett,SS,22.3,5097,200,4.45,4.19,33,21,116.5
Justin Halley,FS,23.8,6020,197,4.52,4.39,37.5,9,115.2
Ibraheim Campbell,SS,23.3,5113,208,4.52,4.18,33,23,116.4
Dontae McCoy,SS,22.9,5115,208,4.68,4.41,39.5,14,115.7
Zack Richardson,SS,,6004,200,4.6,4.34,38.5,17,115.5
Isaiah Johnson,SS,23.3,6010,202,4.59,4.13,34,14,115.4
Jacob Hagen,FS,23.5,6024,205,4.62,4.43,36.5,22,114
Brandon LeBeau,SS,22.7,5112,211,4.47,4.32,36.5,14,115.2
Keeston Terry,SS,23.9,6013,209,4.63,4.08,34,13,115
Chris Ackie,DS,,6000,208,4.67,4.4,40,14,114.5
Kurtis Drummond,FS,23.7,6005,208,4.65,4.33,39.5,13,113.7
Jaquiski Tartt,SS,23.6,6013,221,4.47,4.3,33,13,114.9
Forrest Hightower,FS,23.5,5093,181,4.57,4.28,38,15,113
Floyd Raven,FS,22.8,6003,202,4.46,4.46,34,17,112.7
Lyndell Johnson,SS,24,6031,212,4.53,4.4,36,17,112.6
Leighton Gasque,SS,23.7,6012,206,4.62,4.52,37.5,22,112
Durell Eskridge,FS,23.8,6027,208,4.56,4.19,31,,110.8
Gabe Baker,SS,23.9,5113,214,4.69,4.33,37.5,23,111.7
C.J. Conway,SS,,6001,205,4.71,4.43,38,20,111.5
Darius Kelly,FS,22.8,5094,204,4.62,4.38,35.5,23,109.9
Tim Scott,FS,22.7,5110,190,4.55,4.12,33.5,20,109.9
Chris Harvey,SS,,6005,212,4.6,4.57,31,,110.4
Caleb Schaffitzel,SS,23.9,5113,213,4.71,4.18,38.5,13,109.9
Robert Marshall,SS,24,5114,198,4.62,4.43,39.5,12,109.6
Julius White,FS,22.8,5092,199,4.6,4.34,35,15,108.6
Derron Smith,FS,23.6,5100,200,4.61,4.44,34,18,108.5
Anthony Wooding,SS,,6002,198,4.51,4.23,32.5,14,109.3
Raheem Waiters,DS,,6000,216,4.5,4.51,32.5,17,108.8
Corey Cooper,SS,23.2,6005,211,4.73,4.2,34,21,109
Melvin Taveras,FS,,5103,186,4.49,4.28,36.5,13,108
James Sample,SS,,6021,209,4.56,4.4,32.5,17,108.9
Bradley Njoku,FS,23,6006,201,4.62,4.19,33,17,107.9
Jordan Richards,SS,22.7,5106,211,4.59,4.22,34.5,13,108.8
A.J. Jefferson,SS,23.3,6007,198,4.6,4.15,33.5,15,108.6
Christian Ricard,SS,23.1,6005,212,4.65,4.26,34,22,108.3
Tony Bell,DS,23.4,5114,226,4.75,4.39,35,20,107.8
Robert Smith,SS,22.8,5102,204,4.59,4.41,31,21,107.9
Landon Feichter,FS,24.1,5112,201,4.45,4.29,31,17,106.9
Cassius Sendish,FS,,5112,193,4.5,4.3,37,8,106.4
Chris Abner,FS,,6000,206,4.54,4.51,35,15,106.3
Corey Moore,SS,22.7,5117,210,4.53,4.4,32,19,107.1
Desi Brown,DS,23.4,6014,220,4.73,4.08,33.5,,106.6
Ty-Meer Brown,SS,23.4,5117,204,4.59,4.37,35,20,106.8
Mylan Hicks,SS,22.7,5106,190,4.5,4.37,35,15,106.7
Dean Marlowe,FS,,6014,203,4.58,4.18,33.5,16,105.7
Colin Kimball,FS,23.3,5105,181,4.56,4.33,35,11,105.7
Brison Williams,SS,23.8,5097,202,4.51,4.38,32.5,,106.2
Tyrequek Zimmerman,SS,23,5112,213,4.62,4.37,36.5,13,106.2
Quentin Hayes,FS,,5117,189,4.45,4.31,33.5,13,105.4
Jeremiah Maluia,SS,,5104,204,4.7,4.18,29.5,19,106.1
Jarrett Dieudonne,SS,25,5117,195,4.61,4.25,32.5,15,106.1
Matt Starks,DS,24.5,5101,205,4.71,4.41,40,27,105.5
Jaylon Finner,SS,22.3,5097,195,4.65,4.38,35.5,17,105.7
Nehemie Kankolongo,DS,23.5,5110,213,4.68,4.48,32.5,24,104.4
Phil Terio,DS,,5074,176,4.47,4.06,34,9,104.2
Tevin McDonald,FS,23.1,5113,195,4.56,4.26,33,19,103.8
Craig Bills,SS,,6011,205,4.48,4.42,33,19,104.4
Damian Parms,SS,22.9,6011,201,4.59,4.6,36,21,104.2
Michael Martin,SS,,5112,204,4.63,4.23,33.5,22,103.9
Bishop Neal,SS,,5103,203,4.73,,39,13,103.7
Christian Dudzik,FS,,5096,192,4.49,4.35,34.5,14,103.1
Triston Wade,FS,22.3,5107,185,4.56,4.2,35.5,7,102.9
